code,province,district,Tambon
100101,กรุงเทพมหานคร,เขตพระนคร,พระบรมมหาราชวัง
100102,กรุงเทพมหานคร,เขตพระนคร,วังบูรพาภิรมย์
100103,กรุงเทพมหานคร,เขตพระนคร,วัดราชบพิธ
100104,กรุงเทพมหานคร,เขตพระนคร,สำราญราษฎร์
100105,กรุงเทพมหานคร,เขตพระนคร,ศาลเจ้าพ่อเสือ
100106,กรุงเทพมหานคร,เขตพระนคร,เสาชิงช้า
100107,กรุงเทพมหานคร,เขตพระนคร,บวรนิเวศ
100108,กรุงเทพมหานคร,เขตพระนคร,ตลาดยอด
100109,กรุงเทพมหานคร,เขตพระนคร,ชนะสงคราม
100110,กรุงเทพมหานคร,เขตพระนคร,บ้านพานถม
100111,กรุงเทพมหานคร,เขตพระนคร,บางขุนพรหม
100112,กรุงเทพมหานคร,เขตพระนคร,วัดสามพระยา
100201,กรุงเทพมหานคร,เขตดุสิต,ดุสิต
100202,กรุงเทพมหานคร,เขตดุสิต,วชิรพยาบาล
100203,กรุงเทพมหานคร,เขตดุสิต,สวนจิตรลดา
100204,กรุงเทพมหานคร,เขตดุสิต,สี่แยกมหานาค
100206,กรุงเทพมหานคร,เขตดุสิต,ถนนนครไชยศรี
100301,กรุงเทพมหานคร,เขตหนองจอก,กระทุ่มราย
100302,กรุงเทพมหานคร,เขตหนองจอก,หนองจอก
100303,กรุงเทพมหานคร,เขตหนองจอก,คลองสิบ
100304,กรุงเทพมหานคร,เขตหนองจอก,คลองสิบสอง
100305,กรุงเทพมหานคร,เขตหนองจอก,โคกแฝด
100306,กรุงเทพมหานคร,เขตหนองจอก,คู้ฝั่งเหนือ
100307,กรุงเทพมหานคร,เขตหนองจอก,ลำผักชี
100308,กรุงเทพมหานคร,เขตหนองจอก,ลำต้อยติ่ง
100401,กรุงเทพมหานคร,เขตบางรัก,มหาพฤฒาราม
100402,กรุงเทพมหานคร,เขตบางรัก,สีลม
100403,กรุงเทพมหานคร,เขตบางรัก,สุริยวงศ์
100404,กรุงเทพมหานคร,เขตบางรัก,บางรัก
100405,กรุงเทพมหานคร,เขตบางรัก,สี่พระยา
100502,กรุงเทพมหานคร,เขตบางเขน,อนุสาวรีย์
100508,กรุงเทพมหานคร,เขตบางเขน,ท่าแร้ง
100601,กรุงเทพมหานคร,เขตบางกะปิ,คลองจั่น
100608,กรุงเทพมหานคร,เขตบางกะปิ,หัวหมาก
100701,กรุงเทพมหานคร,เขตปทุมวัน,รองเมือง
100702,กรุงเทพมหานคร,เขตปทุมวัน,วังใหม่
100703,กรุงเทพมหานคร,เขตปทุมวัน,ปทุมวัน
100704,กรุงเทพมหานคร,เขตปทุมวัน,ลุมพินี
100801,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,ป้อมปราบ
100802,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,วัดเทพศิรินทร์
100803,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,คลองมหานาค
100804,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,บ้านบาตร
100805,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,วัดโสมนัส
100905,กรุงเทพมหานคร,เขตพระโขนง,บางจาก
101001,กรุงเทพมหานคร,เขตมีนบุรี,มีนบุรี
101002,กรุงเทพมหานคร,เขตมีนบุรี,แสนแสบ
101101,กรุงเทพมหานคร,เขตลาดกระบัง,ลาดกระบัง
101102,กรุงเทพมหานคร,เขตลาดกระบัง,คลองสองต้นนุ่น
101103,กรุงเทพมหานคร,เขตลาดกระบัง,คลองสามประเวศ
101104,กรุงเทพมหานคร,เขตลาดกระบัง,ลำปลาทิว
101105,กรุงเทพมหานคร,เขตลาดกระบัง,ทับยาว
101106,กรุงเทพมหานคร,เขตลาดกระบัง,ขุมทอง
101203,กรุงเทพมหานคร,เขตยานนาวา,ช่องนนทรี
101204,กรุงเทพมหานคร,เขตยานนาวา,บางโพงพาง
101301,กรุงเทพมหานคร,เขตสัมพันธวงศ์,จักรวรรดิ
101302,กรุงเทพมหานคร,เขตสัมพันธวงศ์,สัมพันธวงศ์
101303,กรุงเทพมหานคร,เขตสัมพันธวงศ์,ตลาดน้อย
101401,กรุงเทพมหานคร,เขตพญาไท,สามเสนใน
101501,กรุงเทพมหานคร,เขตธนบุรี,วัดกัลยาณ์
101502,กรุงเทพมหานคร,เขตธนบุรี,หิรัญรูจี
101503,กรุงเทพมหานคร,เขตธนบุรี,บางยี่เรือ
101504,กรุงเทพมหานคร,เขตธนบุรี,บุคคโล
101505,กรุงเทพมหานคร,เขตธนบุรี,ตลาดพลู
101506,กรุงเทพมหานคร,เขตธนบุรี,ดาวคะนอง
101507,กรุงเทพมหานคร,เขตธนบุรี,สำเหร่
101601,กรุงเทพมหานคร,เขตบางกอกใหญ่,วัดอรุณ
101602,กรุงเทพมหานคร,เขตบางกอกใหญ่,วัดท่าพระ
101701,กรุงเทพมหานคร,เขตห้วยขวาง,ห้วยขวาง
101702,กรุงเทพมหานคร,เขตห้วยขวาง,บางกะปิ
101704,กรุงเทพมหานคร,เขตห้วยขวาง,สามเสนนอก
101801,กรุงเทพมหานคร,เขตคลองสาน,สมเด็จเจ้าพระยา
101802,กรุงเทพมหานคร,เขตคลองสาน,คลองสาน
101803,กรุงเทพมหานคร,เขตคลองสาน,บางลำภูล่าง
101804,กรุงเทพมหานคร,เขตคลองสาน,คลองต้นไทร
101901,กรุงเทพมหานคร,เขตตลิ่งชัน,คลองชักพระ
101902,กรุงเทพมหานคร,เขตตลิ่งชัน,ตลิ่งชัน
101903,กรุงเทพมหานคร,เขตตลิ่งชัน,ฉิมพลี
101904,กรุงเทพมหานคร,เขตตลิ่งชัน,บางพรม
101905,กรุงเทพมหานคร,เขตตลิ่งชัน,บางระมาด
101907,กรุงเทพมหานคร,เขตตลิ่งชัน,บางเชือกหนัง
102004,กรุงเทพมหานคร,เขตบางกอกน้อย,ศิริราช
102005,กรุงเทพมหานคร,เขตบางกอกน้อย,บ้านช่างหล่อ
102006,กรุงเทพมหานคร,เขตบางกอกน้อย,บางขุนนนท์
102007,กรุงเทพมหานคร,เขตบางกอกน้อย,บางขุนศรี
102009,กรุงเทพมหานคร,เขตบางกอกน้อย,อรุณอมรินทร์
102105,กรุงเทพมหานคร,เขตบางขุนเทียน,ท่าข้าม
102107,กรุงเทพมหานคร,เขตบางขุนเทียน,แสมดำ
102201,กรุงเทพมหานคร,เขตภาษีเจริญ,บางหว้า
102202,กรุงเทพมหานคร,เขตภาษีเจริญ,บางด้วน
102206,กรุงเทพมหานคร,เขตภาษีเจริญ,บางจาก
102207,กรุงเทพมหานคร,เขตภาษีเจริญ,บางแวก
102208,กรุงเทพมหานคร,เขตภาษีเจริญ,คลองขวาง
102209,กรุงเทพมหานคร,เขตภาษีเจริญ,ปากคลองภาษีเจริญ
102210,กรุงเทพมหานคร,เขตภาษีเจริญ,คูหาสวรรค์
102302,กรุงเทพมหานคร,เขตหนองแขม,หนองแขม
102303,กรุงเทพมหานคร,เขตหนองแขม,หนองค้างพลู
102401,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,ราษฎร์บูรณะ
102402,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,บางปะกอก
102501,กรุงเทพมหานคร,เขตบางพลัด,บางพลัด
102502,กรุงเทพมหานคร,เขตบางพลัด,บางอ้อ
102503,กรุงเทพมหานคร,เขตบางพลัด,บางบำหรุ
102504,กรุงเทพมหานคร,เขตบางพลัด,บางยี่ขัน
102601,กรุงเทพมหานคร,เขตดินแดง,ดินแดง
102701,กรุงเทพมหานคร,เขตบึงกุ่ม,คลองกุ่ม
102704,กรุงเทพมหานคร,เขตบึงกุ่ม,นวมินทร์
102705,กรุงเทพมหานคร,เขตบึงกุ่ม,นวลจันทร์
102801,กรุงเทพมหานคร,เขตสาทร,ทุ่งวัดดอน
102802,กรุงเทพมหานคร,เขตสาทร,ยานนาวา
102803,กรุงเทพมหานคร,เขตสาทร,ทุ่งมหาเมฆ
102901,กรุงเทพมหานคร,เขตบางซื่อ,บางซื่อ
102902,กรุงเทพมหานคร,เขตบางซื่อ,วงศ์สว่าง
103001,กรุงเทพมหานคร,เขตจตุจักร,ลาดยาว
103002,กรุงเทพมหานคร,เขตจตุจักร,เสนานิคม
103003,กรุงเทพมหานคร,เขตจตุจักร,จันทรเกษม
103004,กรุงเทพมหานคร,เขตจตุจักร,จอมพล
103005,กรุงเทพมหานคร,เขตจตุจักร,จตุจักร
103101,กรุงเทพมหานคร,เขตบางคอแหลม,บางคอแหลม
103102,กรุงเทพมหานคร,เขตบางคอแหลม,วัดพระยาไกร
103103,กรุงเทพมหานคร,เขตบางคอแหลม,บางโคล่
103201,กรุงเทพมหานคร,เขตประเวศ,ประเวศ
103202,กรุงเทพมหานคร,เขตประเวศ,หนองบอน
103203,กรุงเทพมหานคร,เขตประเวศ,ดอกไม้
103301,กรุงเทพมหานคร,เขตคลองเตย,คลองเตย
103302,กรุงเทพมหานคร,เขตคลองเตย,คลองตัน
103303,กรุงเทพมหานคร,เขตคลองเตย,พระโขนง
103401,กรุงเทพมหานคร,เขตสวนหลวง,สวนหลวง
103501,กรุงเทพมหานคร,เขตจอมทอง,บางขุนเทียน
103502,กรุงเทพมหานคร,เขตจอมทอง,บางค้อ
103503,กรุงเทพมหานคร,เขตจอมทอง,บางมด
103504,กรุงเทพมหานคร,เขตจอมทอง,จอมทอง
103602,กรุงเทพมหานคร,เขตดอนเมือง,สีกัน
103604,กรุงเทพมหานคร,เขตดอนเมือง,ดอนเมือง
103605,กรุงเทพมหานคร,เขตดอนเมือง,สนามบิน
103701,กรุงเทพมหานคร,เขตราชเทวี,ทุ่งพญาไท
103702,กรุงเทพมหานคร,เขตราชเทวี,ถนนพญาไท
103703,กรุงเทพมหานคร,เขตราชเทวี,ถนนเพชรบุรี
103704,กรุงเทพมหานคร,เขตราชเทวี,มักกะสัน
103801,กรุงเทพมหานคร,เขตลาดพร้าว,ลาดพร้าว
103802,กรุงเทพมหานคร,เขตลาดพร้าว,จรเข้บัว
103901,กรุงเทพมหานคร,เขตวัฒนา,คลองเตยเหนือ
103902,กรุงเทพมหานคร,เขตวัฒนา,คลองตันเหนือ
103903,กรุงเทพมหานคร,เขตวัฒนา,พระโขนงเหนือ
104001,กรุงเทพมหานคร,เขตบางแค,บางแค
104002,กรุงเทพมหานคร,เขตบางแค,บางแคเหนือ
104003,กรุงเทพมหานคร,เขตบางแค,บางไผ่
104004,กรุงเทพมหานคร,เขตบางแค,หลักสอง
104101,กรุงเทพมหานคร,เขตหลักสี่,ทุ่งสองห้อง
104102,กรุงเทพมหานคร,เขตหลักสี่,ตลาดบางเขน
104201,กรุงเทพมหานคร,เขตสายไหม,สายไหม
104202,กรุงเทพมหานคร,เขตสายไหม,ออเงิน
104203,กรุงเทพมหานคร,เขตสายไหม,คลองถนน
104301,กรุงเทพมหานคร,เขตคันนายาว,คันนายาว
104302,กรุงเทพมหานคร,เขตคันนายาว,รามอินทรา
104401,กรุงเทพมหานคร,เขตสะพานสูง,สะพานสูง
104501,กรุงเทพมหานคร,เขตวังทองหลาง,วังทองหลาง
104502,กรุงเทพมหานคร,เขตวังทองหลาง,สะพานสอง
104503,กรุงเทพมหานคร,เขตวังทองหลาง,คลองเจ้าคุณสิงห์
104504,กรุงเทพมหานคร,เขตวังทองหลาง,พลับพลา
104601,กรุงเทพมหานคร,เขตคลองสามวา,สามวาตะวันตก
104602,กรุงเทพมหานคร,เขตคลองสามวา,สามวาตะวันออก
104603,กรุงเทพมหานคร,เขตคลองสามวา,บางชัน
104604,กรุงเทพมหานคร,เขตคลองสามวา,ทรายกองดิน
104605,กรุงเทพมหานคร,เขตคลองสามวา,ทรายกองดินใต้
104701,กรุงเทพมหานคร,เขตบางนา,บางนา
104801,กรุงเทพมหานคร,เขตทวีวัฒนา,ทวีวัฒนา
104802,กรุงเทพมหานคร,เขตทวีวัฒนา,ศาลาธรรมสพน์
104901,กรุงเทพมหานคร,เขตทุ่งครุ,บางมด
104902,กรุงเทพมหานคร,เขตทุ่งครุ,ทุ่งครุ
105001,กรุงเทพมหานคร,เขตบางบอน,บางบอน
110101,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,ปากน้ำ
110102,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,สำโรงเหนือ
110103,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางเมือง
110104,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,ท้ายบ้าน
110108,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางปูใหม่
110110,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,แพรกษา
110111,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางโปรง
110112,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางปู
110113,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางด้วน
110114,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางเมืองใหม่
110115,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,เทพารักษ์
110116,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,ท้ายบ้านใหม่
110117,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,แพรกษาใหม่
110201,สมุทรปราการ,อำเภอบางบ่อ,บางบ่อ
110202,สมุทรปราการ,อำเภอบางบ่อ,บ้านระกาศ
110203,สมุทรปราการ,อำเภอบางบ่อ,บางพลีน้อย
110204,สมุทรปราการ,อำเภอบางบ่อ,บางเพรียง
110205,สมุทรปราการ,อำเภอบางบ่อ,คลองด่าน
110206,สมุทรปราการ,อำเภอบางบ่อ,คลองสวน
110207,สมุทรปราการ,อำเภอบางบ่อ,เปร็ง
110208,สมุทรปราการ,อำเภอบางบ่อ,คลองนิยมยาตรา
110301,สมุทรปราการ,อำเภอบางพลี,บางพลีใหญ่
110302,สมุทรปราการ,อำเภอบางพลี,บางแก้ว
110303,สมุทรปราการ,อำเภอบางพลี,บางปลา
110304,สมุทรปราการ,อำเภอบางพลี,บางโฉลง
110308,สมุทรปราการ,อำเภอบางพลี,ราชาเทวะ
110309,สมุทรปราการ,อำเภอบางพลี,หนองปรือ
110401,สมุทรปราการ,อำเภอพระประแดง,ตลาด
110402,สมุทรปราการ,อำเภอพระประแดง,บางพึ่ง
110403,สมุทรปราการ,อำเภอพระประแดง,บางจาก
110404,สมุทรปราการ,อำเภอพระประแดง,บางครุ
110405,สมุทรปราการ,อำเภอพระประแดง,บางหญ้าแพรก
110406,สมุทรปราการ,อำเภอพระประแดง,บางหัวเสือ
110407,สมุทรปราการ,อำเภอพระประแดง,สำโรงใต้
110408,สมุทรปราการ,อำเภอพระประแดง,บางยอ
110409,สมุทรปราการ,อำเภอพระประแดง,บางกะเจ้า
110410,สมุทรปราการ,อำเภอพระประแดง,บางน้ำผึ้ง
110411,สมุทรปราการ,อำเภอพระประแดง,บางกระสอบ
110412,สมุทรปราการ,อำเภอพระประแดง,บางกอบัว
110413,สมุทรปราการ,อำเภอพระประแดง,ทรงคนอง
110414,สมุทรปราการ,อำเภอพระประแดง,สำโรง
110415,สมุทรปราการ,อำเภอพระประแดง,สำโรงกลาง
110501,สมุทรปราการ,อำเภอพระสมุทรเจดีย์,นาเกลือ
110502,สมุทรปราการ,อำเภอพระสมุทรเจดีย์,บ้านคลองสวน
110503,สมุทรปราการ,อำเภอพระสมุทรเจดีย์,แหลมฟ้าผ่า
110504,สมุทรปราการ,อำเภอพระสมุทรเจดีย์,ปากคลองบางปลากด
110505,สมุทรปราการ,อำเภอพระสมุทรเจดีย์,ในคลองบางปลากด
110601,สมุทรปราการ,อำเภอบางเสาธง,บางเสาธง
110602,สมุทรปราการ,อำเภอบางเสาธง,ศีรษะจรเข้น้อย
110603,สมุทรปราการ,อำเภอบางเสาธง,ศีรษะจรเข้ใหญ่
120101,นนทบุรี,อำเภอเมืองนนทบุรี,สวนใหญ่
120102,นนทบุรี,อำเภอเมืองนนทบุรี,ตลาดขวัญ
120103,นนทบุรี,อำเภอเมืองนนทบุรี,บางเขน
120104,นนทบุรี,อำเภอเมืองนนทบุรี,บางกระสอ
120105,นนทบุรี,อำเภอเมืองนนทบุรี,ท่าทราย
120106,นนทบุรี,อำเภอเมืองนนทบุรี,บางไผ่
120107,นนทบุรี,อำเภอเมืองนนทบุรี,บางศรีเมือง
120108,นนทบุรี,อำเภอเมืองนนทบุรี,บางกร่าง
120109,นนทบุรี,อำเภอเมืองนนทบุรี,ไทรม้า
120110,นนทบุรี,อำเภอเมืองนนทบุรี,บางรักน้อย
120201,นนทบุรี,อำเภอบางกรวย,วัดชลอ
120202,นนทบุรี,อำเภอบางกรวย,บางกรวย
120203,นนทบุรี,อำเภอบางกรวย,บางสีทอง
120204,นนทบุรี,อำเภอบางกรวย,บางขนุน
120205,นนทบุรี,อำเภอบางกรวย,บางขุนกอง
120206,นนทบุรี,อำเภอบางกรวย,บางคูเวียง
120207,นนทบุรี,อำเภอบางกรวย,มหาสวัสดิ์
120208,นนทบุรี,อำเภอบางกรวย,ปลายบาง
120209,นนทบุรี,อำเภอบางกรวย,ศาลากลาง
120301,นนทบุรี,อำเภอบางใหญ่,บางม่วง
120302,นนทบุรี,อำเภอบางใหญ่,บางแม่นาง
120303,นนทบุรี,อำเภอบางใหญ่,บางเลน
120304,นนทบุรี,อำเภอบางใหญ่,เสาธงหิน
120305,นนทบุรี,อำเภอบางใหญ่,บางใหญ่
120306,นนทบุรี,อำเภอบางใหญ่,บ้านใหม่
120401,นนทบุรี,อำเภอบางบัวทอง,โสนลอย
120402,นนทบุรี,อำเภอบางบัวทอง,บางบัวทอง
120403,นนทบุรี,อำเภอบางบัวทอง,บางรักใหญ่
120404,นนทบุรี,อำเภอบางบัวทอง,บางคูรัด
120405,นนทบุรี,อำเภอบางบัวทอง,ละหาร
120406,นนทบุรี,อำเภอบางบัวทอง,ลำโพ
120407,นนทบุรี,อำเภอบางบัวทอง,พิมลราช
120408,นนทบุรี,อำเภอบางบัวทอง,บางรักพัฒนา
120501,นนทบุรี,อำเภอไทรน้อย,ไทรน้อย
120502,นนทบุรี,อำเภอไทรน้อย,ราษฎร์นิยม
120503,นนทบุรี,อำเภอไทรน้อย,หนองเพรางาย
120504,นนทบุรี,อำเภอไทรน้อย,ไทรใหญ่
120505,นนทบุรี,อำเภอไทรน้อย,ขุนศรี
120506,นนทบุรี,อำเภอไทรน้อย,คลองขวาง
120507,นนทบุรี,อำเภอไทรน้อย,ทวีวัฒนา
120601,นนทบุรี,อำเภอปากเกร็ด,ปากเกร็ด
120602,นนทบุรี,อำเภอปากเกร็ด,บางตลาด
120603,นนทบุรี,อำเภอปากเกร็ด,บ้านใหม่
120604,นนทบุรี,อำเภอปากเกร็ด,บางพูด
120605,นนทบุรี,อำเภอปากเกร็ด,บางตะไนย์
120606,นนทบุรี,อำเภอปากเกร็ด,คลองพระอุดม
120607,นนทบุรี,อำเภอปากเกร็ด,ท่าอิฐ
120608,นนทบุรี,อำเภอปากเกร็ด,เกาะเกร็ด
120609,นนทบุรี,อำเภอปากเกร็ด,อ้อมเกร็ด
120610,นนทบุรี,อำเภอปากเกร็ด,คลองข่อย
120611,นนทบุรี,อำเภอปากเกร็ด,บางพลับ
120612,นนทบุรี,อำเภอปากเกร็ด,คลองเกลือ
130101,ปทุมธานี,อำเภอเมืองปทุมธานี,บางปรอก
130102,ปทุมธานี,อำเภอเมืองปทุมธานี,บ้านใหม่
130103,ปทุมธานี,อำเภอเมืองปทุมธานี,บ้านกลาง
130104,ปทุมธานี,อำเภอเมืองปทุมธานี,บ้านฉาง
130105,ปทุมธานี,อำเภอเมืองปทุมธานี,บ้านกระแชง
130106,ปทุมธานี,อำเภอเมืองปทุมธานี,บางขะแยง
130107,ปทุมธานี,อำเภอเมืองปทุมธานี,บางคูวัด
130108,ปทุมธานี,อำเภอเมืองปทุมธานี,บางหลวง
130109,ปทุมธานี,อำเภอเมืองปทุมธานี,บางเดื่อ
130110,ปทุมธานี,อำเภอเมืองปทุมธานี,บางพูด
130111,ปทุมธานี,อำเภอเมืองปทุมธานี,บางพูน
130112,ปทุมธานี,อำเภอเมืองปทุมธานี,บางกะดี
130113,ปทุมธานี,อำเภอเมืองปทุมธานี,สวนพริกไทย
130114,ปทุมธานี,อำเภอเมืองปทุมธานี,หลักหก
130201,ปทุมธานี,อำเภอคลองหลวง,คลองหนึ่ง
130202,ปทุมธานี,อำเภอคลองหลวง,คลองสอง
130203,ปทุมธานี,อำเภอคลองหลวง,คลองสาม
130204,ปทุมธานี,อำเภอคลองหลวง,คลองสี่
130205,ปทุมธานี,อำเภอคลองหลวง,คลองห้า
130206,ปทุมธานี,อำเภอคลองหลวง,คลองหก
130207,ปทุมธานี,อำเภอคลองหลวง,คลองเจ็ด
130301,ปทุมธานี,อำเภอธัญบุรี,ประชาธิปัตย์
130302,ปทุมธานี,อำเภอธัญบุรี,บึงยี่โถ
130303,ปทุมธานี,อำเภอธัญบุรี,รังสิต
130304,ปทุมธานี,อำเภอธัญบุรี,ลำผักกูด
130305,ปทุมธานี,อำเภอธัญบุรี,บึงสนั่น
130306,ปทุมธานี,อำเภอธัญบุรี,บึงน้ำรักษ์
130401,ปทุมธานี,อำเภอหนองเสือ,บึงบา
130402,ปทุมธานี,อำเภอหนองเสือ,บึงบอน
130403,ปทุมธานี,อำเภอหนองเสือ,บึงกาสาม
130404,ปทุมธานี,อำเภอหนองเสือ,บึงชำอ้อ
130405,ปทุมธานี,อำเภอหนองเสือ,หนองสามวัง
130406,ปทุมธานี,อำเภอหนองเสือ,ศาลาครุ
130407,ปทุมธานี,อำเภอหนองเสือ,นพรัตน์
130501,ปทุมธานี,อำเภอลาดหลุมแก้ว,ระแหง
130502,ปทุมธานี,อำเภอลาดหลุมแก้ว,ลาดหลุมแก้ว
130503,ปทุมธานี,อำเภอลาดหลุมแก้ว,คูบางหลวง
130504,ปทุมธานี,อำเภอลาดหลุมแก้ว,คูขวาง
130505,ปทุมธานี,อำเภอลาดหลุมแก้ว,คลองพระอุดม
130506,ปทุมธานี,อำเภอลาดหลุมแก้ว,บ่อเงิน
130507,ปทุมธานี,อำเภอลาดหลุมแก้ว,หน้าไม้
130601,ปทุมธานี,อำเภอลำลูกกา,คูคต
130602,ปทุมธานี,อำเภอลำลูกกา,ลาดสวาย
130603,ปทุมธานี,อำเภอลำลูกกา,บึงคำพร้อย
130604,ปทุมธานี,อำเภอลำลูกกา,ลำลูกกา
130605,ปทุมธานี,อำเภอลำลูกกา,บึงทองหลาง
130606,ปทุมธานี,อำเภอลำลูกกา,ลำไทร
130607,ปทุมธานี,อำเภอลำลูกกา,บึงคอไห
130608,ปทุมธานี,อำเภอลำลูกกา,พืชอุดม
130701,ปทุมธานี,อำเภอสามโคก,บางเตย
130702,ปทุมธานี,อำเภอสามโคก,คลองควาย
130703,ปทุมธานี,อำเภอสามโคก,สามโคก
130704,ปทุมธานี,อำเภอสามโคก,กระแชง
130705,ปทุมธานี,อำเภอสามโคก,บางโพธิ์เหนือ
130706,ปทุมธานี,อำเภอสามโคก,เชียงรากใหญ่
130707,ปทุมธานี,อำเภอสามโคก,บ้านปทุม
130708,ปทุมธานี,อำเภอสามโคก,บ้านงิ้ว
130709,ปทุมธานี,อำเภอสามโคก,เชียงรากน้อย
130710,ปทุมธานี,อำเภอสามโคก,บางกระบือ
130711,ปทุมธานี,อำเภอสามโคก,ท้ายเกาะ
140101,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ประตูชัย
140102,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,กะมัง
140103,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,หอรัตนไชย
140104,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,หัวรอ
140105,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ท่าวาสุกรี
140106,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ไผ่ลิง
140107,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ปากกราน
140108,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ภูเขาทอง
140109,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,สำเภาล่ม
140110,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,สวนพริก
140111,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,คลองตะเคียน
140112,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,วัดตูม
140113,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,หันตรา
140114,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ลุมพลี
140115,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,บ้านใหม่
140116,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,บ้านเกาะ
140117,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,คลองสวนพลู
140118,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,คลองสระบัว
140119,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,เกาะเรียน
140120,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,บ้านป้อม
140121,พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,บ้านรุน
140201,พระนครศรีอยุธยา,อำเภอท่าเรือ,ท่าเรือ
140202,พระนครศรีอยุธยา,อำเภอท่าเรือ,จำปา
140203,พระนครศรีอยุธยา,อำเภอท่าเรือ,ท่าหลวง
140204,พระนครศรีอยุธยา,อำเภอท่าเรือ,บ้านร่อม
140205,พระนครศรีอยุธยา,อำเภอท่าเรือ,ศาลาลอย
140206,พระนครศรีอยุธยา,อำเภอท่าเรือ,วังแดง
140207,พระนครศรีอยุธยา,อำเภอท่าเรือ,โพธิ์เอน
140208,พระนครศรีอยุธยา,อำเภอท่าเรือ,ปากท่า
140209,พระนครศรีอยุธยา,อำเภอท่าเรือ,หนองขนาก
140210,พระนครศรีอยุธยา,อำเภอท่าเรือ,ท่าเจ้าสนุก
140301,พระนครศรีอยุธยา,อำเภอนครหลวง,นครหลวง
140302,พระนครศรีอยุธยา,อำเภอนครหลวง,ท่าช้าง
140303,พระนครศรีอยุธยา,อำเภอนครหลวง,บ่อโพง
140304,พระนครศรีอยุธยา,อำเภอนครหลวง,บ้านชุ้ง
140305,พระนครศรีอยุธยา,อำเภอนครหลวง,ปากจั่น
140306,พระนครศรีอยุธยา,อำเภอนครหลวง,บางระกำ
140307,พระนครศรีอยุธยา,อำเภอนครหลวง,บางพระครู
140308,พระนครศรีอยุธยา,อำเภอนครหลวง,แม่ลา
140309,พระนครศรีอยุธยา,อำเภอนครหลวง,หนองปลิง
140310,พระนครศรีอยุธยา,อำเภอนครหลวง,คลองสะแก
140311,พระนครศรีอยุธยา,อำเภอนครหลวง,สามไถ
140312,พระนครศรีอยุธยา,อำเภอนครหลวง,พระนอน
140401,พระนครศรีอยุธยา,อำเภอบางไทร,บางไทร
140402,พระนครศรีอยุธยา,อำเภอบางไทร,บางพลี
140403,พระนครศรีอยุธยา,อำเภอบางไทร,สนามชัย
140404,พระนครศรีอยุธยา,อำเภอบางไทร,บ้านแป้ง
140405,พระนครศรีอยุธยา,อำเภอบางไทร,หน้าไม้
140406,พระนครศรีอยุธยา,อำเภอบางไทร,บางยี่โท
140407,พระนครศรีอยุธยา,อำเภอบางไทร,แคออก
140408,พระนครศรีอยุธยา,อำเภอบางไทร,แคตก
140409,พระนครศรีอยุธยา,อำเภอบางไทร,ช่างเหล็ก
140410,พระนครศรีอยุธยา,อำเภอบางไทร,กระแชง
140411,พระนครศรีอยุธยา,อำเภอบางไทร,บ้านกลึง
