code,province,district,Tambon
230108,ตราด,อำเภอเมืองตราด,ห้วยแร้ง
230109,ตราด,อำเภอเมืองตราด,เนินทราย
230110,ตราด,อำเภอเมืองตราด,ท่าพริก
230111,ตราด,อำเภอเมืองตราด,ท่ากุ่ม
230112,ตราด,อำเภอเมืองตราด,ตะกาง
230113,ตราด,อำเภอเมืองตราด,ชำราก
230114,ตราด,อำเภอเมืองตราด,แหลมกลัด
230201,ตราด,อำเภอคลองใหญ่,คลองใหญ่
230202,ตราด,อำเภอคลองใหญ่,ไม้รูด
230203,ตราด,อำเภอคลองใหญ่,หาดเล็ก
230301,ตราด,อำเภอเขาสมิง,เขาสมิง
230302,ตราด,อำเภอเขาสมิง,แสนตุ้ง
230303,ตราด,อำเภอเขาสมิง,วังตะเคียน
230304,ตราด,อำเภอเขาสมิง,ท่าโสม
230305,ตราด,อำเภอเขาสมิง,สะตอ
230306,ตราด,อำเภอเขาสมิง,ประณีต
230307,ตราด,อำเภอเขาสมิง,เทพนิมิต
230308,ตราด,อำเภอเขาสมิง,ทุ่งนนทรี
230401,ตราด,อำเภอบ่อไร่,บ่อพลอย
230402,ตราด,อำเภอบ่อไร่,ช้างทูน
230403,ตราด,อำเภอบ่อไร่,ด่านชุมพล
230404,ตราด,อำเภอบ่อไร่,หนองบอน
230405,ตราด,อำเภอบ่อไร่,นนทรีย์
230501,ตราด,อำเภอแหลมงอบ,แหลมงอบ
230502,ตราด,อำเภอแหลมงอบ,น้ำเชี่ยว
230503,ตราด,อำเภอแหลมงอบ,บางปิด
230507,ตราด,อำเภอแหลมงอบ,คลองใหญ่
230601,ตราด,อำเภอเกาะกูด,เกาะหมาก
230602,ตราด,อำเภอเกาะกูด,เกาะกูด
230701,ตราด,อำเภอเกาะช้าง,เกาะช้าง
230702,ตราด,อำเภอเกาะช้าง,เกาะช้างใต้
240101,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,หน้าเมือง
240102,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,ท่าไข่
240103,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,บ้านใหม่
240104,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,คลองนา
240105,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,บางตีนเป็ด
240106,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,บางไผ่
240107,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,คลองจุกกระเฌอ
240108,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,บางแก้ว
240109,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,บางขวัญ
240110,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,คลองนครเนื่องเขต
240111,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,วังตะเคียน
240112,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,โสธร
240113,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,บางพระ
240114,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,บางกะไห
240115,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,หนามแดง
240116,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,คลองเปรง
240117,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,คลองอุดมชลจร
240118,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,คลองหลวงแพ่ง
240119,ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,บางเตย
240201,ฉะเชิงเทรา,อำเภอบางคล้า,บางคล้า
240204,ฉะเชิงเทรา,อำเภอบางคล้า,บางสวน
240208,ฉะเชิงเทรา,อำเภอบางคล้า,บางกระเจ็ด
240209,ฉะเชิงเทรา,อำเภอบางคล้า,ปากน้ำ
240210,ฉะเชิงเทรา,อำเภอบางคล้า,ท่าทองหลาง
240211,ฉะเชิงเทรา,อำเภอบางคล้า,สาวชะโงก
240212,ฉะเชิงเทรา,อำเภอบางคล้า,เสม็ดเหนือ
240213,ฉะเชิงเทรา,อำเภอบางคล้า,เสม็ดใต้
240214,ฉะเชิงเทรา,อำเภอบางคล้า,หัวไทร
240301,ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,บางน้ำเปรี้ยว
240302,ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,บางขนาก
240303,ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,สิงโตทอง
240304,ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,หมอนทอง
240305,ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,บึงน้ำรักษ์
240306,ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,ดอนเกาะกา
240307,ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,โยธะกา
240308,ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,ดอนฉิมพลี
240309,ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,ศาลาแดง
240310,ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,โพรงอากาศ
240401,ฉะเชิงเทรา,อำเภอบางปะกง,บางปะกง
240402,ฉะเชิงเทรา,อำเภอบางปะกง,ท่าสะอ้าน
240403,ฉะเชิงเทรา,อำเภอบางปะกง,บางวัว
240404,ฉะเชิงเทรา,อำเภอบางปะกง,บางสมัคร
240405,ฉะเชิงเทรา,อำเภอบางปะกง,บางผึ้ง
240406,ฉะเชิงเทรา,อำเภอบางปะกง,บางเกลือ
240407,ฉะเชิงเทรา,อำเภอบางปะกง,สองคลอง
240408,ฉะเชิงเทรา,อำเภอบางปะกง,หนองจอก
240409,ฉะเชิงเทรา,อำเภอบางปะกง,พิมพา
240410,ฉะเชิงเทรา,อำเภอบางปะกง,ท่าข้าม
240411,ฉะเชิงเทรา,อำเภอบางปะกง,หอมศีล
240412,ฉะเชิงเทรา,อำเภอบางปะกง,เขาดิน
240501,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,บ้านโพธิ์
240502,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,เกาะไร่
240503,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,คลองขุด
240504,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,คลองบ้านโพธิ์
240505,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,คลองประเวศ
240506,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,ดอนทราย
240507,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,เทพราช
240508,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,ท่าพลับ
240509,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,หนองตีนนก
240510,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,หนองบัว
240511,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,บางซ่อน
240512,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,บางกรูด
240513,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,แหลมประดู่
240514,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,ลาดขวาง
240515,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,สนามจันทร์
240516,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,แสนภูดาษ
240517,ฉะเชิงเทรา,อำเภอบ้านโพธิ์,สิบเอ็ดศอก
240601,ฉะเชิงเทรา,อำเภอพนมสารคาม,เกาะขนุน
240602,ฉะเชิงเทรา,อำเภอพนมสารคาม,บ้านซ่อง
240603,ฉะเชิงเทรา,อำเภอพนมสารคาม,พนมสารคาม
240604,ฉะเชิงเทรา,อำเภอพนมสารคาม,เมืองเก่า
240605,ฉะเชิงเทรา,อำเภอพนมสารคาม,หนองยาว
240606,ฉะเชิงเทรา,อำเภอพนมสารคาม,ท่าถ่าน
240607,ฉะเชิงเทรา,อำเภอพนมสารคาม,หนองแหน
240608,ฉะเชิงเทรา,อำเภอพนมสารคาม,เขาหินซ้อน
240701,ฉะเชิงเทรา,อำเภอราชสาส์น,บางคา
240702,ฉะเชิงเทรา,อำเภอราชสาส์น,เมืองใหม่
240703,ฉะเชิงเทรา,อำเภอราชสาส์น,ดงน้อย
240801,ฉะเชิงเทรา,อำเภอสนามชัยเขต,คู้ยายหมี
240802,ฉะเชิงเทรา,อำเภอสนามชัยเขต,ท่ากระดาน
240803,ฉะเชิงเทรา,อำเภอสนามชัยเขต,ทุ่งพระยา
240805,ฉะเชิงเทรา,อำเภอสนามชัยเขต,ลาดกระทิง
240901,ฉะเชิงเทรา,อำเภอแปลงยาว,แปลงยาว
240902,ฉะเชิงเทรา,อำเภอแปลงยาว,วังเย็น
240903,ฉะเชิงเทรา,อำเภอแปลงยาว,หัวสำโรง
240904,ฉะเชิงเทรา,อำเภอแปลงยาว,หนองไม้แก่น
241001,ฉะเชิงเทรา,อำเภอท่าตะเกียบ,ท่าตะเกียบ
241002,ฉะเชิงเทรา,อำเภอท่าตะเกียบ,คลองตะเกรา
241101,ฉะเชิงเทรา,อำเภอคลองเขื่อน,ก้อนแก้ว
241102,ฉะเชิงเทรา,อำเภอคลองเขื่อน,คลองเขื่อน
241103,ฉะเชิงเทรา,อำเภอคลองเขื่อน,บางเล่า
241104,ฉะเชิงเทรา,อำเภอคลองเขื่อน,บางโรง
241105,ฉะเชิงเทรา,อำเภอคลองเขื่อน,บางตลาด
250101,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,หน้าเมือง
250102,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,รอบเมือง
250103,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,วัดโบสถ์
250104,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,บางเดชะ
250105,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,ท่างาม
250106,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,บางบริบูรณ์
250107,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,ดงพระราม
250108,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,บ้านพระ
250109,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,โคกไม้ลาย
250110,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,ไม้เค็ด
250111,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,ดงขี้เหล็ก
250112,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,เนินหอม
250113,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,โนนห้อม
250201,ปราจีนบุรี,อำเภอกบินทร์บุรี,กบินทร์
250202,ปราจีนบุรี,อำเภอกบินทร์บุรี,เมืองเก่า
250203,ปราจีนบุรี,อำเภอกบินทร์บุรี,วังดาล
250204,ปราจีนบุรี,อำเภอกบินทร์บุรี,นนทรี
250205,ปราจีนบุรี,อำเภอกบินทร์บุรี,ย่านรี
250206,ปราจีนบุรี,อำเภอกบินทร์บุรี,วังตะเคียน
250207,ปราจีนบุรี,อำเภอกบินทร์บุรี,หาดนางแก้ว
250208,ปราจีนบุรี,อำเภอกบินทร์บุรี,ลาดตะเคียน
250209,ปราจีนบุรี,อำเภอกบินทร์บุรี,บ้านนา
250210,ปราจีนบุรี,อำเภอกบินทร์บุรี,บ่อทอง
250211,ปราจีนบุรี,อำเภอกบินทร์บุรี,หนองกี่
250212,ปราจีนบุรี,อำเภอกบินทร์บุรี,นาแขม
250213,ปราจีนบุรี,อำเภอกบินทร์บุรี,เขาไม้แก้ว
250214,ปราจีนบุรี,อำเภอกบินทร์บุรี,วังท่าช้าง
250301,ปราจีนบุรี,อำเภอนาดี,นาดี
250302,ปราจีนบุรี,อำเภอนาดี,สำพันตา
250303,ปราจีนบุรี,อำเภอนาดี,สะพานหิน
250304,ปราจีนบุรี,อำเภอนาดี,ทุ่งโพธิ์
250305,ปราจีนบุรี,อำเภอนาดี,แก่งดินสอ
250306,ปราจีนบุรี,อำเภอนาดี,บุพราหมณ์
250601,ปราจีนบุรี,อำเภอบ้านสร้าง,บ้านสร้าง
250602,ปราจีนบุรี,อำเภอบ้านสร้าง,บางกระเบา
250603,ปราจีนบุรี,อำเภอบ้านสร้าง,บางเตย
250604,ปราจีนบุรี,อำเภอบ้านสร้าง,บางยาง
250605,ปราจีนบุรี,อำเภอบ้านสร้าง,บางแตน
250606,ปราจีนบุรี,อำเภอบ้านสร้าง,บางพลวง
250607,ปราจีนบุรี,อำเภอบ้านสร้าง,บางปลาร้า
250608,ปราจีนบุรี,อำเภอบ้านสร้าง,บางขาม
250609,ปราจีนบุรี,อำเภอบ้านสร้าง,กระทุ่มแพ้ว
250701,ปราจีนบุรี,อำเภอประจันตคาม,ประจันตคาม
250702,ปราจีนบุรี,อำเภอประจันตคาม,เกาะลอย
250703,ปราจีนบุรี,อำเภอประจันตคาม,บ้านหอย
250704,ปราจีนบุรี,อำเภอประจันตคาม,หนองแสง
250705,ปราจีนบุรี,อำเภอประจันตคาม,ดงบัง
250706,ปราจีนบุรี,อำเภอประจันตคาม,คำโตนด
250707,ปราจีนบุรี,อำเภอประจันตคาม,บุฝ้าย
250708,ปราจีนบุรี,อำเภอประจันตคาม,หนองแก้ว
250709,ปราจีนบุรี,อำเภอประจันตคาม,โพธิ์งาม
250801,ปราจีนบุรี,อำเภอศรีมหาโพธิ,ศรีมหาโพธิ
250802,ปราจีนบุรี,อำเภอศรีมหาโพธิ,สัมพันธ์
250803,ปราจีนบุรี,อำเภอศรีมหาโพธิ,บ้านทาม
250804,ปราจีนบุรี,อำเภอศรีมหาโพธิ,ท่าตูม
250805,ปราจีนบุรี,อำเภอศรีมหาโพธิ,บางกุ้ง
250806,ปราจีนบุรี,อำเภอศรีมหาโพธิ,ดงกระทงยาม
250807,ปราจีนบุรี,อำเภอศรีมหาโพธิ,หนองโพรง
250808,ปราจีนบุรี,อำเภอศรีมหาโพธิ,หัวหว้า
250809,ปราจีนบุรี,อำเภอศรีมหาโพธิ,หาดยาง
250810,ปราจีนบุรี,อำเภอศรีมหาโพธิ,กรอกสมบูรณ์
250901,ปราจีนบุรี,อำเภอศรีมโหสถ,โคกปีบ
250902,ปราจีนบุรี,อำเภอศรีมโหสถ,โคกไทย
250903,ปราจีนบุรี,อำเภอศรีมโหสถ,คู้ลำพัน
250904,ปราจีนบุรี,อำเภอศรีมโหสถ,ไผ่ชะเลือด
260101,นครนายก,อำเภอเมืองนครนายก,นครนายก
260102,นครนายก,อำเภอเมืองนครนายก,ท่าช้าง
260103,นครนายก,อำเภอเมืองนครนายก,บ้านใหญ่
260104,นครนายก,อำเภอเมืองนครนายก,วังกระโจม
260105,นครนายก,อำเภอเมืองนครนายก,ท่าทราย
260106,นครนายก,อำเภอเมืองนครนายก,ดอนยอ
260107,นครนายก,อำเภอเมืองนครนายก,ศรีจุฬา
260108,นครนายก,อำเภอเมืองนครนายก,ดงละคร
260109,นครนายก,อำเภอเมืองนครนายก,ศรีนาวา
260110,นครนายก,อำเภอเมืองนครนายก,สาริกา
260111,นครนายก,อำเภอเมืองนครนายก,หินตั้ง
260112,นครนายก,อำเภอเมืองนครนายก,เขาพระ
260113,นครนายก,อำเภอเมืองนครนายก,พรหมณี
260201,นครนายก,อำเภอปากพลี,เกาะหวาย
260202,นครนายก,อำเภอปากพลี,เกาะโพธิ์
260203,นครนายก,อำเภอปากพลี,ปากพลี
260204,นครนายก,อำเภอปากพลี,โคกกรวด
260205,นครนายก,อำเภอปากพลี,ท่าเรือ
260206,นครนายก,อำเภอปากพลี,หนองแสง
260207,นครนายก,อำเภอปากพลี,นาหินลาด
260301,นครนายก,อำเภอบ้านนา,บ้านนา
260302,นครนายก,อำเภอบ้านนา,บ้านพร้าว
260303,นครนายก,อำเภอบ้านนา,บ้านพริก
260304,นครนายก,อำเภอบ้านนา,อาษา
260305,นครนายก,อำเภอบ้านนา,ทองหลาง
260306,นครนายก,อำเภอบ้านนา,บางอ้อ
260307,นครนายก,อำเภอบ้านนา,พิกุลออก
260308,นครนายก,อำเภอบ้านนา,ป่าขะ
260309,นครนายก,อำเภอบ้านนา,เขาเพิ่ม
260310,นครนายก,อำเภอบ้านนา,ศรีกะอาง
260401,นครนายก,อำเภอองครักษ์,พระอาจารย์
260402,นครนายก,อำเภอองครักษ์,บึงศาล
260403,นครนายก,อำเภอองครักษ์,ศีรษะกระบือ
260404,นครนายก,อำเภอองครักษ์,โพธิ์แทน
260405,นครนายก,อำเภอองครักษ์,บางสมบูรณ์
260406,นครนายก,อำเภอองครักษ์,ทรายมูล
260407,นครนายก,อำเภอองครักษ์,บางปลากด
260408,นครนายก,อำเภอองครักษ์,บางลูกเสือ
260409,นครนายก,อำเภอองครักษ์,องครักษ์
260410,นครนายก,อำเภอองครักษ์,ชุมพล
260411,นครนายก,อำเภอองครักษ์,คลองใหญ่
270101,สระแก้ว,อำเภอเมืองสระแก้ว,สระแก้ว
270102,สระแก้ว,อำเภอเมืองสระแก้ว,บ้านแก้ง
270103,สระแก้ว,อำเภอเมืองสระแก้ว,ศาลาลำดวน
270104,สระแก้ว,อำเภอเมืองสระแก้ว,โคกปี่ฆ้อง
270105,สระแก้ว,อำเภอเมืองสระแก้ว,ท่าแยก
270106,สระแก้ว,อำเภอเมืองสระแก้ว,ท่าเกษม
270108,สระแก้ว,อำเภอเมืองสระแก้ว,สระขวัญ
270111,สระแก้ว,อำเภอเมืองสระแก้ว,หนองบอน
270201,สระแก้ว,อำเภอคลองหาด,คลองหาด
270202,สระแก้ว,อำเภอคลองหาด,ไทยอุดม
270203,สระแก้ว,อำเภอคลองหาด,ซับมะกรูด
270204,สระแก้ว,อำเภอคลองหาด,ไทรเดี่ยว
270205,สระแก้ว,อำเภอคลองหาด,คลองไก่เถื่อน
270206,สระแก้ว,อำเภอคลองหาด,เบญจขร
270207,สระแก้ว,อำเภอคลองหาด,ไทรทอง
270301,สระแก้ว,อำเภอตาพระยา,ตาพระยา
270302,สระแก้ว,อำเภอตาพระยา,ทัพเสด็จ
270306,สระแก้ว,อำเภอตาพระยา,ทัพราช
270307,สระแก้ว,อำเภอตาพระยา,ทัพไทย
270309,สระแก้ว,อำเภอตาพระยา,โคคลาน
270401,สระแก้ว,อำเภอวังน้ำเย็น,วังน้ำเย็น
270403,สระแก้ว,อำเภอวังน้ำเย็น,ตาหลังใน
270405,สระแก้ว,อำเภอวังน้ำเย็น,คลองหินปูน
270406,สระแก้ว,อำเภอวังน้ำเย็น,ทุ่งมหาเจริญ
270501,สระแก้ว,อำเภอวัฒนานคร,วัฒนานคร
270502,สระแก้ว,อำเภอวัฒนานคร,ท่าเกวียน
270503,สระแก้ว,อำเภอวัฒนานคร,ผักขะ
270504,สระแก้ว,อำเภอวัฒนานคร,โนนหมากเค็ง
270505,สระแก้ว,อำเภอวัฒนานคร,หนองน้ำใส
270506,สระแก้ว,อำเภอวัฒนานคร,ช่องกุ่ม
270507,สระแก้ว,อำเภอวัฒนานคร,หนองแวง
270508,สระแก้ว,อำเภอวัฒนานคร,แซร์ออ
270509,สระแก้ว,อำเภอวัฒนานคร,หนองหมากฝ้าย
270510,สระแก้ว,อำเภอวัฒนานคร,หนองตะเคียนบอน
270511,สระแก้ว,อำเภอวัฒนานคร,ห้วยโจด
270601,สระแก้ว,อำเภออรัญประเทศ,อรัญประเทศ
270602,สระแก้ว,อำเภออรัญประเทศ,เมืองไผ่
270603,สระแก้ว,อำเภออรัญประเทศ,หันทราย
270604,สระแก้ว,อำเภออรัญประเทศ,คลองน้ำใส
270605,สระแก้ว,อำเภออรัญประเทศ,ท่าข้าม
270606,สระแก้ว,อำเภออรัญประเทศ,ป่าไร่
270607,สระแก้ว,อำเภออรัญประเทศ,ทับพริก
270608,สระแก้ว,อำเภออรัญประเทศ,บ้านใหม่หนองไทร
270609,สระแก้ว,อำเภออรัญประเทศ,ผ่านศึก
270610,สระแก้ว,อำเภออรัญประเทศ,หนองสังข์
270611,สระแก้ว,อำเภออรัญประเทศ,คลองทับจันทร์
270612,สระแก้ว,อำเภออรัญประเทศ,ฟากห้วย
270613,สระแก้ว,อำเภออรัญประเทศ,บ้านด่าน
270701,สระแก้ว,อำเภอเขาฉกรรจ์,เขาฉกรรจ์
270702,สระแก้ว,อำเภอเขาฉกรรจ์,หนองหว้า
270703,สระแก้ว,อำเภอเขาฉกรรจ์,พระเพลิง
270704,สระแก้ว,อำเภอเขาฉกรรจ์,เขาสามสิบ
270801,สระแก้ว,อำเภอโคกสูง,โคกสูง
270802,สระแก้ว,อำเภอโคกสูง,หนองม่วง
270803,สระแก้ว,อำเภอโคกสูง,หนองแวง
270804,สระแก้ว,อำเภอโคกสูง,โนนหมากมุ่น
270901,สระแก้ว,อำเภอวังสมบูรณ์,วังสมบูรณ์
270902,สระแก้ว,อำเภอวังสมบูรณ์,วังใหม่
270903,สระแก้ว,อำเภอวังสมบูรณ์,วังทอง
300101,นครราชสีมา,อำเภอเมืองนครราชสีมา,ในเมือง
300102,นครราชสีมา,อำเภอเมืองนครราชสีมา,โพธิ์กลาง
300103,นครราชสีมา,อำเภอเมืองนครราชสีมา,หนองจะบก
300104,นครราชสีมา,อำเภอเมืองนครราชสีมา,โคกสูง
300105,นครราชสีมา,อำเภอเมืองนครราชสีมา,มะเริง
300106,นครราชสีมา,อำเภอเมืองนครราชสีมา,หนองระเวียง
300107,นครราชสีมา,อำเภอเมืองนครราชสีมา,ปรุใหญ่
300108,นครราชสีมา,อำเภอเมืองนครราชสีมา,หมื่นไวย
300109,นครราชสีมา,อำเภอเมืองนครราชสีมา,พลกรัง
300110,นครราชสีมา,อำเภอเมืองนครราชสีมา,หนองไผ่ล้อม
300111,นครราชสีมา,อำเภอเมืองนครราชสีมา,หัวทะเล
300112,นครราชสีมา,อำเภอเมืองนครราชสีมา,บ้านเกาะ
300113,นครราชสีมา,อำเภอเมืองนครราชสีมา,บ้านใหม่
300114,นครราชสีมา,อำเภอเมืองนครราชสีมา,พุดซา
300115,นครราชสีมา,อำเภอเมืองนครราชสีมา,บ้านโพธิ์
300116,นครราชสีมา,อำเภอเมืองนครราชสีมา,จอหอ
300117,นครราชสีมา,อำเภอเมืองนครราชสีมา,โคกกรวด
300118,นครราชสีมา,อำเภอเมืองนครราชสีมา,ไชยมงคล
300119,นครราชสีมา,อำเภอเมืองนครราชสีมา,หนองบัวศาลา
300120,นครราชสีมา,อำเภอเมืองนครราชสีมา,สุรนารี
300121,นครราชสีมา,อำเภอเมืองนครราชสีมา,สีมุม
300122,นครราชสีมา,อำเภอเมืองนครราชสีมา,ตลาด
300123,นครราชสีมา,อำเภอเมืองนครราชสีมา,พะเนา
300124,นครราชสีมา,อำเภอเมืองนครราชสีมา,หนองกระทุ่ม
300125,นครราชสีมา,อำเภอเมืองนครราชสีมา,หนองไข่น้ำ
300201,นครราชสีมา,อำเภอครบุรี,แชะ
300202,นครราชสีมา,อำเภอครบุรี,เฉลียง
300203,นครราชสีมา,อำเภอครบุรี,ครบุรี
300204,นครราชสีมา,อำเภอครบุรี,โคกกระชาย
300205,นครราชสีมา,อำเภอครบุรี,จระเข้หิน
300206,นครราชสีมา,อำเภอครบุรี,มาบตะโกเอน
300207,นครราชสีมา,อำเภอครบุรี,อรพิมพ์
300208,นครราชสีมา,อำเภอครบุรี,บ้านใหม่
300209,นครราชสีมา,อำเภอครบุรี,ลำเพียก
300210,นครราชสีมา,อำเภอครบุรี,ครบุรีใต้
300211,นครราชสีมา,อำเภอครบุรี,ตะแบกบาน
300212,นครราชสีมา,อำเภอครบุรี,สระว่านพระยา
300301,นครราชสีมา,อำเภอเสิงสาง,เสิงสาง
300302,นครราชสีมา,อำเภอเสิงสาง,สระตะเคียน
300303,นครราชสีมา,อำเภอเสิงสาง,โนนสมบูรณ์
300304,นครราชสีมา,อำเภอเสิงสาง,กุดโบสถ์
300305,นครราชสีมา,อำเภอเสิงสาง,สุขไพบูลย์
300306,นครราชสีมา,อำเภอเสิงสาง,บ้านราษฎร์
300401,นครราชสีมา,อำเภอคง,เมืองคง
300402,นครราชสีมา,อำเภอคง,คูขาด
300403,นครราชสีมา,อำเภอคง,เทพาลัย
300404,นครราชสีมา,อำเภอคง,ตาจั่น
300405,นครราชสีมา,อำเภอคง,บ้านปรางค์
300406,นครราชสีมา,อำเภอคง,หนองมะนาว
300407,นครราชสีมา,อำเภอคง,หนองบัว
300408,นครราชสีมา,อำเภอคง,โนนเต็ง
300409,นครราชสีมา,อำเภอคง,ดอนใหญ่
300410,นครราชสีมา,อำเภอคง,ขามสมบูรณ์
300501,นครราชสีมา,อำเภอบ้านเหลื่อม,บ้านเหลื่อม
300502,นครราชสีมา,อำเภอบ้านเหลื่อม,วังโพธิ์
300503,นครราชสีมา,อำเภอบ้านเหลื่อม,โคกกระเบื้อง
300504,นครราชสีมา,อำเภอบ้านเหลื่อม,ช่อระกา
300601,นครราชสีมา,อำเภอจักราช,จักราช
300603,นครราชสีมา,อำเภอจักราช,ทองหลาง
300604,นครราชสีมา,อำเภอจักราช,สีสุก
300605,นครราชสีมา,อำเภอจักราช,หนองขาม
300607,นครราชสีมา,อำเภอจักราช,หนองพลวง
300610,นครราชสีมา,อำเภอจักราช,ศรีละกอ
300611,นครราชสีมา,อำเภอจักราช,คลองเมือง
300613,นครราชสีมา,อำเภอจักราช,หินโคน
300701,นครราชสีมา,อำเภอโชคชัย,กระโทก
300702,นครราชสีมา,อำเภอโชคชัย,พลับพลา
300703,นครราชสีมา,อำเภอโชคชัย,ท่าอ่าง
300704,นครราชสีมา,อำเภอโชคชัย,ทุ่งอรุณ
300705,นครราชสีมา,อำเภอโชคชัย,ท่าลาดขาว
300706,นครราชสีมา,อำเภอโชคชัย,ท่าจะหลุง
300707,นครราชสีมา,อำเภอโชคชัย,ท่าเยี่ยม
300708,นครราชสีมา,อำเภอโชคชัย,โชคชัย
300709,นครราชสีมา,อำเภอโชคชัย,ละลมใหม่พัฒนา
300710,นครราชสีมา,อำเภอโชคชัย,ด่านเกวียน
300801,นครราชสีมา,อำเภอด่านขุนทด,กุดพิมาน
300802,นครราชสีมา,อำเภอด่านขุนทด,ด่านขุนทด
300803,นครราชสีมา,อำเภอด่านขุนทด,ด่านนอก
300804,นครราชสีมา,อำเภอด่านขุนทด,ด่านใน
300805,นครราชสีมา,อำเภอด่านขุนทด,ตะเคียน
300806,นครราชสีมา,อำเภอด่านขุนทด,บ้านเก่า
300807,นครราชสีมา,อำเภอด่านขุนทด,บ้านแปรง
300808,นครราชสีมา,อำเภอด่านขุนทด,พันชนะ
300809,นครราชสีมา,อำเภอด่านขุนทด,สระจรเข้
300810,นครราชสีมา,อำเภอด่านขุนทด,หนองกราด
300811,นครราชสีมา,อำเภอด่านขุนทด,หนองบัวตะเกียด
300812,นครราชสีมา,อำเภอด่านขุนทด,หนองบัวละคร
300813,นครราชสีมา,อำเภอด่านขุนทด,หินดาด
300815,นครราชสีมา,อำเภอด่านขุนทด,ห้วยบง
300817,นครราชสีมา,อำเภอด่านขุนทด,โนนเมืองพัฒนา
300818,นครราชสีมา,อำเภอด่านขุนทด,หนองไทร
300901,นครราชสีมา,อำเภอโนนไทย,โนนไทย
300902,นครราชสีมา,อำเภอโนนไทย,ด่านจาก
300903,นครราชสีมา,อำเภอโนนไทย,กำปัง
300904,นครราชสีมา,อำเภอโนนไทย,สำโรง
300905,นครราชสีมา,อำเภอโนนไทย,ค้างพลู
300906,นครราชสีมา,อำเภอโนนไทย,บ้านวัง
300907,นครราชสีมา,อำเภอโนนไทย,บัลลังก์
300908,นครราชสีมา,อำเภอโนนไทย,สายออ
300909,นครราชสีมา,อำเภอโนนไทย,ถนนโพธิ์
300914,นครราชสีมา,อำเภอโนนไทย,มะค่า
301001,นครราชสีมา,อำเภอโนนสูง,โนนสูง
